track_name,album_name,artist_name,ms_played,date_listened,platform
love language,Positions,Ariana Grande,179860,2024-10-28,ios
the light is coming (feat. Nicki Minaj),Sweetener,Ariana Grande,228373,2024-10-28,ios
R.E.M,Sweetener,Ariana Grande,245666,2024-10-28,ios
Binz,When I Get Home,Solange,111226,2024-10-28,ios
Talk To Me Nice,BB/ANG3L,Tinashe,229844,2024-10-28,ios
Persuasive (with SZA),Persuasive (with SZA),Doechii,210346,2024-10-28,ios
Stormy Weather,Songs For You,Tinashe,189786,2024-10-28,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320,2024-10-28,ios
Uuuu,The Lo-Fis,Steve Lacy,90708,2024-10-28,ios
Canned Heat,Synkronized,Jamiroquai,284250,2024-10-28,ios
Freak Hoe,DS2,Future,173329,2024-10-28,ios
Get Lit (feat. Fat Tony),LIVE.LOVE.A$AP,A$AP Rocky,178706,2024-10-28,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2024-10-28,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850,2024-10-28,ios
Ungrateful (feat. Key Glock),Traumazine,Megan Thee Stallion,154433,2024-10-28,ios
Bigger In Texas,MEGAN: ACT II,Megan Thee Stallion,152571,2024-10-28,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-10-28,ios
Good At,Tina Snow,Megan Thee Stallion,230646,2024-10-28,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-10-28,ios
BOA,BOA,Megan Thee Stallion,154732,2024-10-28,ios
Paper Together (feat. UGK),MEGAN,Megan Thee Stallion,202431,2024-10-29,ios
Freaky Girls (feat. SZA),Good News,Megan Thee Stallion,166906,2024-10-29,ios
KMT,More Life,Drake,162637,2024-10-29,ios
BooHoo,Chip Chrome & The Mono-Tones,The Neighbourhood,191120,2024-10-29,ios
I Can Tell,Rodeo,Travis Scott,235532,2024-10-29,ios
Calling U Back,CINEMA,The Marías,78664,2024-10-29,ios
JACKIE BROWN,WASTELAND,Brent Faiyaz,156572,2024-10-29,ios
Bourbon,MEGAN: ACT II,Megan Thee Stallion,166237,2024-10-29,ios
Roc Steady (feat. Flo Milli),MEGAN: ACT II,Megan Thee Stallion,139192,2024-10-29,ios
Number One Rule,MEGAN: ACT II,Megan Thee Stallion,140883,2024-10-29,ios
Electricity,Electricity,Silk City,120376,2024-10-29,ios
Electricity,Electricity,Silk City,131280,2024-10-29,ios
Houdini,Houdini,Dua Lipa,185917,2024-10-29,ios
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229736,2024-10-29,ios
Apple,BRAT,Charli xcx,149221,2024-10-29,ios
IHY2LN,IHY2LN + Marinate,Zack Fox,189810,2024-10-30,ios
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151,2024-10-30,ios
Hard,Hard,Dreamer Isioma,145530,2024-10-30,ios
Water,It Was Good Until It Wasn't,Kehlani,91509,2024-10-30,ios
Nxwhere,Division,Jenevieve,197000,2024-10-30,ios
Midnight Charm,Division,Jenevieve,177666,2024-10-30,ios
No Sympathy,Division,Jenevieve,187413,2024-10-30,ios
Mellow Eyes,Division,Jenevieve,183146,2024-10-30,ios
Résumé,Division,Jenevieve,180357,2024-10-30,ios
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,161539,2024-10-30,ios
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320,2024-10-30,ios
Natural,Shelly,Shelly,163764,2024-10-30,ios
Still into You,Paramore,Paramore,216013,2024-10-30,ios
Even Flow,Ten,Pearl Jam,292580,2024-10-30,ios
Rose-Colored Boy,After Laughter,Paramore,212853,2024-10-30,ios
Dang! (feat. Anderson .Paak),The Divine Feminine,Mac Miller,289357,2024-10-30,ios
Turn It Off,Brand New Eyes,Paramore,189590,2024-10-30,ios
Turn It Off,Brand New Eyes,Paramore,70129,2024-10-30,ios
Cash Race,Songs For You,Tinashe,274049,2024-10-30,ios
Pasadena,333,Tinashe,176466,2024-10-30,ios
Dream Girl,Bird's Eye,Ravyn Lenae,219051,2024-10-30,ios
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,270497,2024-10-30,ios
Lucky,Where the Butterflies Go in the Rain,Raveena,226306,2024-10-30,ios
Temptation,Temptation,Raveena,248738,2024-10-30,ios
Mystery,Asha’s Awakening,Raveena,240280,2024-10-30,ios
Tweety,Tweety,Raveena,232773,2024-10-31,ios
Natural,Shelly,Shelly,163764,2024-10-31,ios
Ring of Past,Ring of Past,Men I Trust,201523,2024-10-31,ios
People Everywhere (Still Alive),The Universe Smiles Upon You,Khruangbin,159013,2024-10-31,ios
Pon Pón,A LA SALA,Khruangbin,178436,2024-10-31,ios
Evan Finds the Third Room,Con Todo El Mundo,Khruangbin,240742,2024-10-31,ios
Todavía Viva,A LA SALA,Khruangbin,263852,2024-10-31,ios
So We Won't Forget,Mordechai,Khruangbin,298333,2024-10-31,ios
May Ninth,A LA SALA,Khruangbin,192144,2024-10-31,ios
Mariella,Texas Moon,Khruangbin,310553,2024-10-31,ios
Vicious Sensitive Robot,Submarine,The Marías,194160,2024-10-31,ios
Dreams,When I Get Home,Solange,148253,2024-10-31,ios
IN THE AIR,COLORWAY,DESTIN CONRAD,136695,2024-10-31,ios
Natural,Shelly,Shelly,163764,2024-10-31,ios
Drip,Drip,The Marías,195754,2024-10-31,ios
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,161539,2024-10-31,ios
Time (is),When I Get Home,Solange,219960,2024-10-31,ios
Cranes in the Sky,A Seat at the Table,Solange,250973,2024-10-31,ios
Sunshine (feat. Fousheé),Gemini Rights,Steve Lacy,293426,2024-10-31,ios
Over the Moon,"Superclean, Vol. II",The Marías,182900,2024-10-31,ios
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320,2024-10-31,ios
Heaven,Heaven,Clairo,233871,2024-10-31,ios
BIRDS OF A FEATHER,HIT ME HARD AND SOFT,Billie Eilish,210373,2024-10-31,ios
Mine (feat. Drake),BEYONCÉ [Platinum Edition],Beyoncé,309181,2024-10-31,ios
Mine (feat. Drake),BEYONCÉ [Platinum Edition],Beyoncé,69426,2024-10-31,ios
Vicious Sensitive Robot,Submarine,The Marías,194160,2024-10-31,ios
All I Really Want Is You,CINEMA,The Marías,101615,2024-10-31,ios
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330,2024-10-31,ios
Talk talk,BRAT,Charli xcx,161757,2024-10-31,ios
Club classics,BRAT,Charli xcx,175207,2024-10-31,ios
Uuuu,The Lo-Fis,Steve Lacy,90708,2024-10-31,ios
After Midnight,The Rise and Fall of a Midwest Princess,Chappell Roan,204857,2024-10-31,ios
New Flame (feat. Usher & Rick Ross),X (Expanded Edition),Chris Brown,244226,2024-10-31,ios
Busy Boy,Ungodly Hour,Chloe x Halle,189613,2024-10-31,ios
Only If,Apollo XXI,Steve Lacy,100562,2024-10-31,ios
Link Up,Songs For You,Tinashe,208329,2024-10-31,ios
Thirsty,Quantum Baby,Tinashe,220288,2024-10-31,ios
The Night Song,Crush EP,Ravyn Lenae,219435,2024-10-31,ios
Getting No Sleep,Quantum Baby,Tinashe,192000,2024-10-31,ios
Uh Huh,BB/ANG3L,Tinashe,182278,2024-10-31,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448,2024-10-31,ios
No Simulation,Quantum Baby,Tinashe,108923,2024-10-31,ios
Stormy Weather,Songs For You,Tinashe,189786,2024-10-31,ios
Let Me Down Slowly,333,Tinashe,185777,2024-10-31,ios
Pasadena,333,Tinashe,175806,2024-10-31,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320,2024-10-31,ios
Snap My Finger (feat. PinkPantheress),TIMELESS,KAYTRANADA,201371,2024-10-31,ios
THANK GOD,UTOPIA,Travis Scott,52391,2024-10-31,ios
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,192017,2024-10-31,ios
Dance Dance Dance Dance,TIMELESS,KAYTRANADA,102873,2024-10-31,ios
Jaguar,JAGUAR,Victoria Monét,211114,2024-10-31,ios
Link Up,Songs For You,Tinashe,128731,2024-11-01,ios
Link Up,Songs For You,Tinashe,79605,2024-11-01,ios
THIQUE,RENAISSANCE,Beyoncé,177562,2024-11-01,ios
Timeless (with Playboi Carti),Timeless,The Weeknd,256000,2024-11-02,ios
Double Fantasy (with Future),Double Fantasy,The Weeknd,268235,2024-11-02,ios
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",Ty Dolla $ign,242983,2024-11-02,ios
Coming Down,House Of Balloons,The Weeknd,295435,2024-11-02,ios
Talk talk,BRAT,Charli xcx,161757,2024-11-03,ios
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330,2024-11-03,ios
Club classics,BRAT,Charli xcx,153526,2024-11-03,ios
Apple,BRAT,Charli xcx,151739,2024-11-03,ios
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151,2024-11-03,ios
360,BRAT,Charli xcx,133805,2024-11-03,ios
365,BRAT,Charli xcx,203618,2024-11-03,ios
"Girl, so confusing featuring lorde","Girl, so confusing featuring lorde",Charli xcx,205938,2024-11-03,ios
7/11,BEYONCÉ [Platinum Edition],Beyoncé,213506,2024-11-03,ios
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,319191,2024-11-03,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850,2024-11-03,ios
I'M THAT GIRL,RENAISSANCE,Beyoncé,107477,2024-11-04,ios
St. Chroma (feat. Daniel Caesar),CHROMAKOPIA,"Tyler, The Creator",197019,2024-11-04,ios
Rah Tah Tah,CHROMAKOPIA,"Tyler, The Creator",165412,2024-11-04,ios
Noid,CHROMAKOPIA,"Tyler, The Creator",284363,2024-11-04,ios
"Darling, I (feat. Teezo Touchdown)",CHROMAKOPIA,"Tyler, The Creator",253834,2024-11-04,ios
Hey Jane,CHROMAKOPIA,"Tyler, The Creator",240742,2024-11-04,ios
I Killed You,CHROMAKOPIA,"Tyler, The Creator",168420,2024-11-04,ios
Judge Judy,CHROMAKOPIA,"Tyler, The Creator",269622,2024-11-04,ios
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",CHROMAKOPIA,"Tyler, The Creator",255915,2024-11-04,ios
Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),CHROMAKOPIA,"Tyler, The Creator",253909,2024-11-04,ios
Tomorrow,CHROMAKOPIA,"Tyler, The Creator",182326,2024-11-04,ios
Thought I Was Dead (feat. ScHoolboy Q & Santigold),CHROMAKOPIA,"Tyler, The Creator",207272,2024-11-04,ios
Like Him (feat. Lola Young),CHROMAKOPIA,"Tyler, The Creator",278014,2024-11-04,ios
Balloon (feat. Doechii),CHROMAKOPIA,"Tyler, The Creator",154261,2024-11-04,ios
I Hope You Find Your Way Home,CHROMAKOPIA,"Tyler, The Creator",269704,2024-11-04,ios
Rah Tah Tah,CHROMAKOPIA,"Tyler, The Creator",165412,2024-11-04,ios
HOT HOT,HOT HOT,Bree Runway,145870,2024-11-04,ios
2BADGYALZ,2BADGYALZ,Bree Runway,101500,2024-11-04,ios
JUST LIKE THAT,JUST LIKE THAT,Bree Runway,62791,2024-11-04,ios
THAT GIRL,THAT GIRL,Bree Runway,127262,2024-11-04,ios
Dirty Computer (feat. Brian Wilson),Dirty Computer,Janelle Monáe,119667,2024-11-04,ios
"Crazy, Classic, Life",Dirty Computer,Janelle Monáe,286626,2024-11-04,ios
Take a Byte,Dirty Computer,Janelle Monáe,247253,2024-11-04,ios
Screwed (feat. Zoë Kravitz),Dirty Computer,Janelle Monáe,302491,2024-11-04,ios
Django Jane,Dirty Computer,Janelle Monáe,190288,2024-11-04,ios
Pynk (feat. Grimes),Dirty Computer,Janelle Monáe,240426,2024-11-04,ios
Make Me Feel,Dirty Computer,Janelle Monáe,194230,2024-11-04,ios
I Got the Juice (feat. Pharrell Williams),Dirty Computer,Janelle Monáe,226287,2024-11-04,ios
I Like That,Dirty Computer,Janelle Monáe,200338,2024-11-04,ios
Don't Judge Me,Dirty Computer,Janelle Monáe,360475,2024-11-04,ios
So Afraid,Dirty Computer,Janelle Monáe,243808,2024-11-04,ios
Americans,Dirty Computer,Janelle Monáe,246357,2024-11-04,ios
Stormy Weather,Songs For You,Tinashe,189786,2024-11-04,ios
Talk To Me Nice,BB/ANG3L,Tinashe,229844,2024-11-04,ios
HUMBLE.,DAMN.,Kendrick Lamar,68496,2024-11-04,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320,2024-11-04,ios
ZOOM,ZOOM,Machinedrum,225693,2024-11-04,ios
Uh Huh,BB/ANG3L,Tinashe,175331,2024-11-04,ios
BOA,BOA,Megan Thee Stallion,154732,2024-11-04,ios
Pasadena,333,Tinashe,176466,2024-11-04,ios
Cash Race,Songs For You,Tinashe,274049,2024-11-04,ios
Throw A Fit,Throw A Fit,Tinashe,158757,2024-11-04,ios
Unconditional,333,Tinashe,197695,2024-11-04,ios
Let Me Down Slowly,333,Tinashe,185777,2024-11-04,ios
Undo (Back To My Heart),333,Tinashe,197995,2024-11-04,ios
Bouncin',333,Tinashe,175092,2024-11-04,ios
ZOOM,ZOOM,Machinedrum,225693,2024-11-04,ios
Young Rich & In Love - KAYTRANADA Remix,ORQUÍDEAS PARTE 2,Kali Uchis,232804,2024-11-04,ios
Timeless (with Playboi Carti),Timeless,The Weeknd,256000,2024-11-04,ios
Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),Popular,The Weeknd,215466,2024-11-04,ios
After Midnight,The Rise and Fall of a Midwest Princess,Chappell Roan,204856,2024-11-04,ios
Fell In Luv (feat. Bryson Tiller),Die Lit,Playboi Carti,206333,2024-11-04,ios
R.I.P.,Die Lit,Playboi Carti,192026,2024-11-04,ios
Choppa Won't Miss (feat. Young Thug),Die Lit,Playboi Carti,217960,2024-11-04,ios
LVL,LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,220133,2024-11-04,ios
lose,Birds In The Trap Sing McKnight,Travis Scott,200452,2024-11-04,ios
THANK GOD,UTOPIA,Travis Scott,184888,2024-11-04,ios
STARGAZING,ASTROWORLD,Travis Scott,270714,2024-11-04,ios
Long Live A$AP,LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,289586,2024-11-04,ios
Angels,LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,227080,2024-11-04,ios
NO BYSTANDERS,ASTROWORLD,Travis Scott,218283,2024-11-04,ios
ASTROTHUNDER,ASTROWORLD,Travis Scott,92707,2024-11-04,ios
ZOOM,ZOOM,Machinedrum,225693,2024-11-04,ios
Pasadena,333,Tinashe,176465,2024-11-04,ios
Unconditional,333,Tinashe,197695,2024-11-04,ios
Bouncin',333,Tinashe,175092,2024-11-04,ios
Last Call,333,Tinashe,220770,2024-11-04,ios
X,333,Tinashe,171153,2024-11-04,ios
I Can See The Future,333,Tinashe,176325,2024-11-04,ios
SHY GUY,333,Tinashe,66350,2024-11-04,ios
Thirsty,Quantum Baby,Tinashe,220288,2024-11-04,ios
Days,Bird's Eye,Ravyn Lenae,65916,2024-11-04,ios
Days,Bird's Eye,Ravyn Lenae,243240,2024-11-04,ios
Dream Girl,Bird's Eye,Ravyn Lenae,249352,2024-11-04,ios
Uh Huh,BB/ANG3L,Tinashe,182278,2024-11-04,ios
Link Up,Songs For You,Tinashe,208329,2024-11-04,ios
Pasadena,333,Tinashe,176465,2024-11-04,ios
"Crazy, Classic, Life",Dirty Computer,Janelle Monáe,286626,2024-11-04,ios
Club classics,BRAT,Charli xcx,153526,2024-11-04,ios
Apple,BRAT,Charli xcx,151739,2024-11-04,ios
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330,2024-11-04,ios
Electricity,Electricity,Silk City,159789,2024-11-04,ios
Electricity,Electricity,Silk City,78648,2024-11-04,ios
Timeless (with Playboi Carti),Timeless,The Weeknd,256000,2024-11-04,ios
Uuuu,The Lo-Fis,Steve Lacy,90708,2024-11-04,ios
When He's Not There (feat. Lucky Daye),While We Wait 2,Kehlani,268401,2024-11-04,ios
Houdini,Radical Optimism,Dua Lipa,185629,2024-11-04,ios
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,84706,2024-11-05,ios
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,87698,2024-11-05,ios
Magnolia,Playboi Carti,Playboi Carti,210898,2024-11-05,ios
YiPiYaY,TWOPOINTFIVE,Aminé,105211,2024-11-05,ios
Hurt Feelings,Swimming,Mac Miller,120669,2024-11-06,ios
Pasadena,333,Tinashe,176466,2024-11-06,ios
ZOOM,ZOOM,Machinedrum,94961,2024-11-06,ios
Talk To Me Nice,BB/ANG3L,Tinashe,148445,2024-11-06,ios
Unconditional,333,Tinashe,132794,2024-11-06,ios
Bouncin',333,Tinashe,175092,2024-11-06,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320,2024-11-06,ios
Unconditional,333,Tinashe,76465,2024-11-06,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,190101,2024-11-06,ios
Sound of Rain,When I Get Home,Solange,128243,2024-11-07,ios
Sound of Rain,When I Get Home,Solange,185960,2024-11-07,ios
YOU'RE THE ONE,99.9%,KAYTRANADA,227706,2024-11-07,ios
"Crazy, Classic, Life",Dirty Computer,Janelle Monáe,286626,2024-11-07,ios
Throw A Fit,Throw A Fit,Tinashe,111808,2024-11-07,ios
Rules,Hot Pink,Doja Cat,92461,2024-11-07,ios
Days,Bird's Eye,Ravyn Lenae,243240,2024-11-07,ios
Dream Girl,Bird's Eye,Ravyn Lenae,219051,2024-11-07,ios
Genius,Bird's Eye,Ravyn Lenae,155563,2024-11-07,ios
Where I'm From (feat. Mereba),HYPNOS,Ravyn Lenae,224933,2024-11-07,ios
1 of 1,Bird's Eye,Ravyn Lenae,165006,2024-11-07,ios
I Got the Juice (feat. Pharrell Williams),Dirty Computer,Janelle Monáe,226287,2024-11-07,ios
Take a Byte,Dirty Computer,Janelle Monáe,247253,2024-11-07,ios
Cash Race,Songs For You,Tinashe,274049,2024-11-07,ios
Be the One,Be the One,Dua Lipa,202914,2024-11-07,ios
Pasadena,333,Tinashe,175620,2024-11-07,ios
Pasadena,333,Tinashe,175805,2024-11-08,ios
Club classics,BRAT,Charli xcx,153526,2024-11-08,ios
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330,2024-11-08,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,179752,2024-11-08,ios
Ante Meridiem,Untourable Album,Men I Trust,94899,2024-11-10,ios
A Fan's Mail (Tron Song Suite II),Drunk,Thundercat,158649,2024-11-11,ios
Who I Am,Outer Peace,Toro y Moi,208961,2024-11-11,ios
Laws of the Universe,Outer Peace,Toro y Moi,169351,2024-11-11,ios
Ordinary Pleasure,Outer Peace,Toro y Moi,183752,2024-11-11,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,295382,2024-11-11,ios
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,191543,2024-11-11,ios
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,270497,2024-11-11,ios
Days,Bird's Eye,Ravyn Lenae,241837,2024-11-11,ios
Dream Girl,Bird's Eye,Ravyn Lenae,219051,2024-11-11,ios
1 of 1,Bird's Eye,Ravyn Lenae,165007,2024-11-11,ios
Unconditional,333,Tinashe,103560,2024-11-11,ios
Pasadena,333,Tinashe,176466,2024-11-11,ios
Bigger In Texas,MEGAN: ACT II,Megan Thee Stallion,283918,2024-11-11,ios
Sound of Rain,When I Get Home,Solange,185960,2024-11-12,ios
M.I.A.,HYPNOS,Ravyn Lenae,207060,2024-11-12,ios
Pasadena,333,Tinashe,176466,2024-11-12,ios
Stormy Weather,Songs For You,Tinashe,189786,2024-11-12,ios
Let Me Down Slowly,333,Tinashe,185777,2024-11-12,ios
Link Up,Songs For You,Tinashe,208329,2024-11-12,ios
Dance Dance Dance Dance,TIMELESS,KAYTRANADA,102873,2024-11-12,ios
Snap My Finger (feat. PinkPantheress),TIMELESS,KAYTRANADA,139621,2024-11-12,ios
IHY2LN,IHY2LN + Marinate,Zack Fox,190099,2024-11-12,ios
Let Go,333,Tinashe,113853,2024-11-12,ios
Days,Bird's Eye,Ravyn Lenae,243240,2024-11-13,ios
Dream Girl,Bird's Eye,Ravyn Lenae,219051,2024-11-13,ios
Somthing's Missing,Ego Death,The Internet,253715,2024-11-13,ios
Right Side of My Neck,Atlanta Millionaires Club,Faye Webster,153320,2024-11-13,ios
Ring of Past,Ring of Past,Men I Trust,118618,2024-11-13,ios
You Deserve This,You Deserve This,Men I Trust,101169,2024-11-13,ios
Pasadena,333,Tinashe,176465,2024-11-13,ios
Uh Huh,BB/ANG3L,Tinashe,182278,2024-11-13,ios
Needs,BB/ANG3L,Tinashe,146791,2024-11-13,ios
Nasty,Nasty,Tinashe,176027,2024-11-13,ios
Thirsty,Quantum Baby,Tinashe,116362,2024-11-14,ios
Thirsty,Quantum Baby,Tinashe,103935,2024-11-14,ios
Bouncin',333,Tinashe,175092,2024-11-14,ios
Undo (Back To My Heart),333,Tinashe,232643,2024-11-14,ios
Talk To Me Nice,BB/ANG3L,Tinashe,166510,2024-11-14,ios
Pasadena,333,Tinashe,176466,2024-11-14,ios
Stormy Weather,Songs For You,Tinashe,188940,2024-11-14,ios
Cash Race,Songs For You,Tinashe,274049,2024-11-14,ios
Throw A Fit,Throw A Fit,Tinashe,158757,2024-11-14,ios
Getting No Sleep,Quantum Baby,Tinashe,192000,2024-11-14,ios
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,161539,2024-11-14,ios
Counterfeit,Fountain Baby,Amaarae,96246,2024-11-15,ios
Pasadena,333,Tinashe,176466,2024-11-15,ios
Bouncin',333,Tinashe,175092,2024-11-15,ios
Stormy Weather,Songs For You,Tinashe,189786,2024-11-15,ios
Cash Race,Songs For You,Tinashe,274962,2024-11-15,ios
ZOOM,ZOOM,Machinedrum,225693,2024-11-15,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,214850,2024-11-17,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2024-11-17,ios
Freaky Girls (feat. SZA),Good News,Megan Thee Stallion,166906,2024-11-17,ios
Good At,Tina Snow,Megan Thee Stallion,230646,2024-11-17,ios
BOA,BOA,Megan Thee Stallion,154732,2024-11-17,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2024-11-17,ios
Pasadena,333,Tinashe,176466,2024-11-17,ios
Bigger In Texas,MEGAN: ACT II,Megan Thee Stallion,152571,2024-11-17,ios
Link Up,Songs For You,Tinashe,208329,2024-11-17,ios
Needs,BB/ANG3L,Tinashe,146791,2024-11-17,ios
Bouncin',333,Tinashe,175092,2024-11-17,ios
Getting No Sleep,Quantum Baby,Tinashe,192000,2024-11-17,ios
Apple,BRAT,Charli xcx,151739,2024-11-17,ios
Talk talk,BRAT,Charli xcx,161757,2024-11-17,ios
Juicy,Amala (Deluxe Version),Doja Cat,202191,2024-11-17,not_applicable
Rules,Hot Pink,Doja Cat,193572,2024-11-17,not_applicable
Feeling Myself,The Pinkprint,Nicki Minaj,244376,2024-11-17,not_applicable
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,262743,2024-11-17,not_applicable
Telephone,The Fame Monster,Lady Gaga,262743,2024-11-17,not_applicable
Just Dance,The Fame Monster,Lady Gaga,268123,2024-11-17,not_applicable
Von dutch,BRAT,Charli xcx,170637,2024-11-17,not_applicable
Savage Remix (feat. Beyoncé),Savage Remix (feat. Beyoncé),Megan Thee Stallion,248442,2024-11-17,not_applicable
Big Ole Freak,Tina Snow,Megan Thee Stallion,221256,2024-11-17,not_applicable
AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,205204,2024-11-17,not_applicable
COZY,RENAISSANCE,Beyoncé,217195,2024-11-17,not_applicable
Apple,BRAT,Charli xcx,158271,2024-11-17,not_applicable
Agora Hills,Scarlet,Doja Cat,271695,2024-11-17,not_applicable
Get Me Bodied,B'Day,Beyoncé,212426,2024-11-17,not_applicable
Freakum Dress,B'Day,Beyoncé,206953,2024-11-17,not_applicable
Taste (feat. VanJess),BUBBA,KAYTRANADA,224028,2024-11-17,not_applicable
S&M,Loud,Rihanna,249910,2024-11-17,not_applicable
Pour It Up,Unapologetic,Rihanna,167748,2024-11-17,not_applicable
2 On (feat. ScHoolboy Q),Aquarius,Tinashe,233872,2024-11-17,not_applicable
Needs,BB/ANG3L,Tinashe,153318,2024-11-17,not_applicable
Funny Thing,It Is What It Is,Thundercat,123038,2024-11-17,not_applicable
Sex With Me,ANTI,Rihanna,212745,2024-11-17,not_applicable
Maneater,Loose,Nelly Furtado,265630,2024-11-17,not_applicable
Promiscuous,Loose,Nelly Furtado,248794,2024-11-17,not_applicable
SOS,A Girl Like Me,Rihanna,245858,2024-11-17,not_applicable
Shut Up And Drive,Good Girl Gone Bad,Rihanna,218700,2024-11-17,not_applicable
Poker Face,The Fame,Lady Gaga,243764,2024-11-17,not_applicable
Where Have You Been,Talk That Talk,Rihanna,249205,2024-11-17,not_applicable
Breakin' Dishes,Good Girl Gone Bad: Reloaded,Rihanna,207009,2024-11-17,not_applicable
Starships,Pink Friday ... Roman Reloaded,Nicki Minaj,217022,2024-11-17,not_applicable
Disturbia,Good Girl Gone Bad: Reloaded,Rihanna,245009,2024-11-17,not_applicable
Like A G6,Free Wired,Far East Movement,51667,2024-11-17,not_applicable
SLUT ME OUT,SLUT ME OUT,NLE Choppa,147212,2024-11-17,not_applicable
Diva,I AM...SASHA FIERCE,Beyoncé,221613,2024-11-17,not_applicable
Barbie Tingz,Barbie Tingz,Nicki Minaj,198302,2024-11-17,not_applicable
Bow Bow Bow (F My Baby Dad),Hood Hottest Princess (Deluxe),Sexyy Red,146863,2024-11-17,not_applicable
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,149962,2024-11-17,not_applicable
Yummy,Fresh Meat,Ayesha Erotica,278631,2024-11-17,not_applicable
7/11,BEYONCÉ [Platinum Edition],Beyoncé,80728,2024-11-17,not_applicable
7/11,BEYONCÉ [Platinum Edition],Beyoncé,133305,2024-11-17,ios
SOS,A Girl Like Me,Rihanna,238920,2024-11-17,ios
Diva,I AM...SASHA FIERCE,Beyoncé,200613,2024-11-17,ios
Barbie Tingz,Barbie Tingz,Nicki Minaj,191699,2024-11-17,ios
Guess featuring billie eilish,Guess featuring Billie Eilish,Charli xcx,143330,2024-11-17,ios
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,172151,2024-11-17,ios
HEATED,RENAISSANCE,Beyoncé,260770,2024-11-17,ios
Bow Bow Bow (F My Baby Dad),Hood Hottest Princess (Deluxe),Sexyy Red,140400,2024-11-17,ios
Juicy,Amala (Deluxe Version),Doja Cat,199586,2024-11-17,ios
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,319191,2024-11-17,ios
Super Graphic Ultra Modern Girl,The Rise and Fall of a Midwest Princess,Chappell Roan,183888,2024-11-17,ios
