track_name,album_name,artist_name,ms_played,date_listened,platform
How Does It Make You Feel,A Jaguar II Christmas: The Orchestral Arrangements,Victoria Monét,210566,2024-12-22,not_applicable
On My Mama (Christmas Medley),A Jaguar II Christmas: The Orchestral Arrangements,Victoria Monét,229436,2024-12-22,not_applicable
I'm The One (Jingle Bells),A Jaguar II Christmas: The Orchestral Arrangements,Victoria Monét,122775,2024-12-22,not_applicable
Stop (Askin Me 4Gifts),A Jaguar II Christmas: The Orchestral Arrangements,Victoria Monét,113530,2024-12-22,not_applicable
No More Hiding,SOS Deluxe: LANA,SZA,186215,2024-12-22,not_applicable
What Do I Do,SOS Deluxe: LANA,SZA,173883,2024-12-22,not_applicable
30 For 30 (with Kendrick Lamar),SOS Deluxe: LANA,SZA,284619,2024-12-22,not_applicable
Diamond Boy (DTM),SOS Deluxe: LANA,SZA,223874,2024-12-22,not_applicable
BMF,SOS Deluxe: LANA,SZA,187100,2024-12-22,not_applicable
Scorsese Baby Daddy,SOS Deluxe: LANA,SZA,160641,2024-12-22,not_applicable
Love Me 4 Me,SOS Deluxe: LANA,SZA,192223,2024-12-22,not_applicable
Chill Baby,SOS Deluxe: LANA,SZA,147079,2024-12-22,not_applicable
My Turn,SOS Deluxe: LANA,SZA,184066,2024-12-22,not_applicable
Crybaby,SOS Deluxe: LANA,SZA,248286,2024-12-22,not_applicable
Kitchen,SOS Deluxe: LANA,SZA,178562,2024-12-22,not_applicable
Get Behind Me (Interlude),SOS Deluxe: LANA,SZA,114646,2024-12-22,not_applicable
Drive,SOS Deluxe: LANA,SZA,191648,2024-12-22,not_applicable
Another Life,SOS Deluxe: LANA,SZA,211872,2024-12-22,not_applicable
SOS,SOS Deluxe: LANA,SZA,136167,2024-12-22,not_applicable
Seek & Destroy,SOS Deluxe: LANA,SZA,221982,2024-12-22,not_applicable
Low,SOS Deluxe: LANA,SZA,187423,2024-12-22,not_applicable
Love Language,SOS Deluxe: LANA,SZA,190193,2024-12-22,not_applicable
Blind,SOS Deluxe: LANA,SZA,157195,2024-12-22,not_applicable
Snooze,SOS Deluxe: LANA,SZA,220984,2024-12-22,not_applicable
Notice Me,SOS Deluxe: LANA,SZA,167365,2024-12-22,not_applicable
Gone Girl,SOS Deluxe: LANA,SZA,250325,2024-12-22,not_applicable
Smoking on my Ex Pack,SOS Deluxe: LANA,SZA,90275,2024-12-22,not_applicable
Ghost in the Machine (feat. Phoebe Bridgers),SOS Deluxe: LANA,SZA,225241,2024-12-22,not_applicable
Conceited,SOS Deluxe: LANA,SZA,174136,2024-12-22,not_applicable
Shirt,SOS Deluxe: LANA,SZA,200550,2024-12-22,not_applicable
Open Arms (feat. Travis Scott),SOS Deluxe: LANA,SZA,246167,2024-12-22,not_applicable
I Hate U,SOS Deluxe: LANA,SZA,180271,2024-12-22,not_applicable
Good Days,SOS Deluxe: LANA,SZA,286189,2024-12-22,not_applicable
Forgiveless (feat. Ol' Dirty Bastard),SOS Deluxe: LANA,SZA,148551,2024-12-22,not_applicable
Body Favors,Body Favors,Jae Stephens,199505,2024-12-22,not_applicable
Undo (Back To My Heart),333,Tinashe,220031,2024-12-22,not_applicable
Like I Used To,Like I Used To,Tinashe,194274,2024-12-22,not_applicable
Uh Huh,BB/ANG3L,Tinashe,188740,2024-12-22,not_applicable
No Simulation,Quantum Baby,Tinashe,115262,2024-12-22,not_applicable
2 On (feat. ScHoolboy Q),Aquarius,Tinashe,233422,2024-12-22,not_applicable
Link Up,Songs For You,Tinashe,214716,2024-12-22,not_applicable
Save Room For Us,Songs For You,Tinashe,171016,2024-12-22,not_applicable
More Than A Little Bit (feat. Tinashe),TIMELESS,KAYTRANADA,181012,2024-12-22,not_applicable
Cash Race,Songs For You,Tinashe,280421,2024-12-22,not_applicable
Unconditional,333,Tinashe,204165,2024-12-22,not_applicable
Getting No Sleep,Quantum Baby,Tinashe,198321,2024-12-22,not_applicable
Bouncin',333,Tinashe,181529,2024-12-22,not_applicable
Talk To Me Nice,BB/ANG3L,Tinashe,236192,2024-12-22,not_applicable
Throw A Fit,Throw A Fit,Tinashe,165136,2024-12-22,not_applicable
Nasty,Nasty,Tinashe,182555,2024-12-22,not_applicable
ZOOM,ZOOM,Machinedrum,232150,2024-12-22,not_applicable
Pasadena,333,Tinashe,182896,2024-12-22,not_applicable
Let Me Down Slowly,333,Tinashe,192393,2024-12-22,not_applicable
Thirsty,Quantum Baby,Tinashe,226723,2024-12-22,not_applicable
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,139794,2024-12-22,osx
Cross That Line,Quantum Baby,Tinashe,168366,2024-12-22,osx
Stormy Weather,Songs For You,Tinashe,189787,2024-12-22,osx
Needs,BB/ANG3L,Tinashe,146792,2024-12-22,osx
Tightrope,BB/ANG3L,Tinashe,186095,2024-12-22,osx
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2024-12-30,windows
YA YA,COWBOY CARTER,Beyoncé,274766,2024-12-30,windows
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,341312,2024-12-30,windows
DESERT EAGLE,COWBOY CARTER,Beyoncé,140314,2024-12-30,windows
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949,2024-12-30,windows
BODYGUARD,COWBOY CARTER,Beyoncé,240254,2024-12-30,windows
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,179397,2024-12-30,windows
RIIVERDANCE,COWBOY CARTER,Beyoncé,251986,2024-12-30,windows
MY ROSE,COWBOY CARTER,Beyoncé,53442,2024-12-30,windows
SPAGHETTII,COWBOY CARTER,Beyoncé,158477,2024-12-30,windows
Dream Girl,Bird's Eye,Ravyn Lenae,219051,2024-12-30,windows
Days,Bird's Eye,Ravyn Lenae,243240,2024-12-30,windows
1 of 1,Bird's Eye,Ravyn Lenae,165006,2024-12-30,windows
Venom,HYPNOS,Ravyn Lenae,209186,2024-12-30,windows
Love Me Not,Bird's Eye,Ravyn Lenae,213466,2024-12-30,windows
The Night Song,Crush EP,Ravyn Lenae,219435,2024-12-30,windows
Xtasy (Remix) [feat. Doechii],Xtasy (Remix) [feat. Doechii],Ravyn Lenae,270497,2024-12-30,windows
Where I'm From (feat. Mereba),HYPNOS,Ravyn Lenae,224933,2024-12-30,windows
Sound of Rain,When I Get Home,Solange,222360,2024-12-30,windows
Losing You,Losing You,Solange,260399,2024-12-30,windows
Binz,When I Get Home,Solange,111226,2024-12-30,windows
Co-Star,Fountain Baby,Amaarae,166533,2024-12-30,windows
Uuuu,The Lo-Fis,Steve Lacy,90708,2024-12-30,windows
Guess,Candydrip,Lucky Daye,193173,2024-12-30,windows
Body Favors,Body Favors,Jae Stephens,176300,2025-01-01,ios
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,153387,2025-01-01,ios
Body Favors,Body Favors,Jae Stephens,176300,2025-01-01,ios
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076,2025-01-01,ios
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,153387,2025-01-01,ios
360,BRAT,Charli xcx,133805,2025-01-01,ios
Messy,Messy,Lola Young,284068,2025-01-01,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2025-01-01,ios
Cocky Af,Tina Snow,Megan Thee Stallion,177376,2025-01-01,ios
Juicy,Amala (Deluxe Version),Doja Cat,199586,2025-01-01,ios
Freaky Girls (feat. SZA),Good News,Megan Thee Stallion,166906,2025-01-01,ios
NISSAN ALTIMA,Alligator Bites Never Heal,Doechii,126832,2025-01-01,ios
Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,323480,2025-01-01,ios
7/11,BEYONCÉ [Platinum Edition],Beyoncé,213506,2025-01-01,ios
Low,SOS,SZA,181080,2025-01-01,ios
Formation,Lemonade,Beyoncé,206080,2025-01-01,ios
Captain Hook,Suga,Megan Thee Stallion,176749,2025-01-01,ios
Roc Steady (feat. Flo Milli),MEGAN: ACT II,Megan Thee Stallion,139192,2025-01-01,ios
Feeling Myself,The Pinkprint,Nicki Minaj,237840,2025-01-01,ios
Get Me Bodied - Extended Mix,B'Day Deluxe Edition,Beyoncé,379120,2025-01-01,ios
I'M THAT GIRL,RENAISSANCE,Beyoncé,208014,2025-01-01,ios
Partition,BEYONCÉ [Platinum Edition],Beyoncé,319466,2025-01-01,ios
Club classics,BRAT,Charli xcx,153526,2025-01-01,ios
Apple,BRAT,Charli xcx,151739,2025-01-01,ios
Never Lose Me (feat. SZA & Cardi B),"Fine Ho, Stay",Flo Milli,165754,2025-01-01,ios
Cocky Af,Tina Snow,Megan Thee Stallion,177376,2025-01-01,ios
365,BRAT,Charli xcx,203618,2025-01-01,ios
Stir Fry,Culture II,Migos,190288,2025-01-01,ios
Sorry,Lemonade,Beyoncé,232560,2025-01-01,ios
Bitch I'm Nice,Bitch I'm Nice,Doechii,87037,2025-01-01,ios
Big Ole Freak,Tina Snow,Megan Thee Stallion,56540,2025-01-01,ios
Sex With Me,ANTI,Rihanna,206400,2025-01-01,ios
Pasadena,333,Tinashe,176466,2025-01-01,ios
Link Up,Songs For You,Tinashe,208329,2025-01-01,ios
Needs,BB/ANG3L,Tinashe,146791,2025-01-01,ios
PMW (All I Really Need) (feat. ScHoolboy Q),LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,234773,2025-01-01,ios
Hottie (feat. BabyFace Ray),"You Still Here, Ho ?",Flo Milli,181417,2025-01-01,ios
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,319191,2025-01-01,ios
BOA,BOA,Megan Thee Stallion,154732,2025-01-01,ios
Thot Shit,Thot Shit,Megan Thee Stallion,184634,2025-01-01,ios
Hit Different,Hit Different,SZA,165465,2025-01-01,ios
Body Favors,Body Favors,Jae Stephens,176300,2025-01-01,ios
YA YA,COWBOY CARTER,Beyoncé,274766,2025-01-01,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2025-01-01,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448,2025-01-01,ios
BLACKBIIRD,COWBOY CARTER,Beyoncé,131949,2025-01-01,ios
BODYGUARD,COWBOY CARTER,Beyoncé,240254,2025-01-01,ios
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,179397,2025-01-01,ios
RIIVERDANCE,COWBOY CARTER,Beyoncé,251986,2025-01-01,ios
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,341312,2025-01-01,ios
Angels,LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,227080,2025-01-02,ios
Frontline,Take Me Apart,Kelela,338210,2025-01-02,windows
Waitin,Take Me Apart,Kelela,194380,2025-01-02,windows
Take Me Apart,Take Me Apart,Kelela,241858,2025-01-02,windows
Enough,Take Me Apart,Kelela,308038,2025-01-02,windows
Jupiter,Take Me Apart,Kelela,124327,2025-01-02,windows
Better,Take Me Apart,Kelela,265054,2025-01-02,windows
LMK,Take Me Apart,Kelela,217343,2025-01-02,windows
Truth Or Dare,Take Me Apart,Kelela,251344,2025-01-02,windows
S.O.S.,Take Me Apart,Kelela,141295,2025-01-02,windows
Blue Light,Take Me Apart,Kelela,215895,2025-01-02,windows
Onanon,Take Me Apart,Kelela,270592,2025-01-02,windows
Turn To Dust,Take Me Apart,Kelela,268338,2025-01-02,windows
Bluff,Take Me Apart,Kelela,71056,2025-01-02,windows
Altadena,Take Me Apart,Kelela,310800,2025-01-02,windows
Waitin,Take Me Apart,Kelela,195352,2025-01-02,windows
Truth Or Dare,Take Me Apart,Kelela,252329,2025-01-02,windows
Onanon,Take Me Apart,Kelela,271564,2025-01-02,windows
Blue Light,Take Me Apart,Kelela,129081,2025-01-02,windows
Frontline,Take Me Apart,Kelela,339189,2025-01-02,windows
S.O.S.,Take Me Apart,Kelela,142279,2025-01-02,windows
Take Me Apart,Take Me Apart,Kelela,242829,2025-01-02,windows
Bluff,Take Me Apart,Kelela,71068,2025-01-02,windows
Altadena,Take Me Apart,Kelela,310800,2025-01-02,windows
LMK,Take Me Apart,Kelela,218319,2025-01-02,windows
Bury me (feat. Kelela),Heaven knows,PinkPantheress,124613,2025-01-02,windows
Body Favors,Body Favors,Jae Stephens,176300,2025-01-02,windows
Sweet Time,Sweet Time,Raveena,251433,2025-01-02,windows
Lucky,Where the Butterflies Go in the Rain,Raveena,226306,2025-01-02,windows
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,119774,2025-01-02,windows
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076,2025-01-02,windows
Apple,BRAT,Charli xcx,151739,2025-01-02,windows
365,BRAT,Charli xcx,203618,2025-01-02,windows
Club classics,BRAT,Charli xcx,153526,2025-01-02,windows
Cash Race,Songs For You,Tinashe,274049,2025-01-02,windows
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076,2025-01-03,ios
Body Favors,Body Favors,Jae Stephens,176300,2025-01-03,ios
Frontline,Take Me Apart,Kelela,339189,2025-01-03,ios
Waitin,Take Me Apart,Kelela,195352,2025-01-03,ios
Truth Or Dare,Take Me Apart,Kelela,57432,2025-01-03,ios
Truth Or Dare,Take Me Apart,Kelela,252329,2025-01-03,ios
Altadena,Take Me Apart,Kelela,310800,2025-01-03,ios
Onanon,Take Me Apart,Kelela,271564,2025-01-03,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-03,ios
Club classics,BRAT,Charli xcx,153526,2025-01-03,ios
"Girl, so confusing featuring lorde",Brat and it’s completely different but also still brat,Charli xcx,205938,2025-01-03,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-03,ios
365,BRAT,Charli xcx,203618,2025-01-03,ios
360,BRAT,Charli xcx,133805,2025-01-03,ios
Guess featuring billie eilish,Brat and it’s completely different but also still brat,Charli xcx,143330,2025-01-03,ios
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,153387,2025-01-03,ios
Apple,BRAT,Charli xcx,206678,2025-01-03,ios
hey now (feat. dody6),GNX,Kendrick Lamar,217478,2025-01-03,ios
The Big Big Beat,Slay-Z,Azealia Banks,256688,2025-01-03,ios
luther (with sza),GNX,Kendrick Lamar,177598,2025-01-03,ios
Sweet Time,Sweet Time,Raveena,251433,2025-01-03,ios
Lucky,Where the Butterflies Go in the Rain,Raveena,226306,2025-01-03,ios
Body Favors,Body Favors,Jae Stephens,182420,2025-01-04,windows
Video (feat. Ravyn Lenae),TIMELESS,KAYTRANADA,192017,2025-01-04,windows
A Message,Hallucinogen,Kelela,230094,2025-01-04,windows
Gomenasai,Hallucinogen,Kelela,207645,2025-01-04,windows
Rewind,Hallucinogen,Kelela,237148,2025-01-04,windows
All the Way Down,Hallucinogen,Kelela,267992,2025-01-04,windows
Hallucinogen,Hallucinogen,Kelela,103495,2025-01-04,windows
The High,Hallucinogen,Kelela,341061,2025-01-04,windows
Rewind,Hallucinogen,Kelela,237150,2025-01-04,windows
All the Way Down,Hallucinogen,Kelela,268987,2025-01-04,windows
KAYTRANADA_WAITIN_115 BPM,"TAKE ME A_PART, THE REMIXES",Kelela,304699,2025-01-04,windows
Venezuela Trains,Moon Shoes EP,Ravyn Lenae,248833,2025-01-04,windows
Moon Shoes,Moon Shoes EP,Ravyn Lenae,166746,2025-01-04,windows
Blossom Dearie,Moon Shoes EP,Ravyn Lenae,188490,2025-01-04,windows
Recess,Moon Shoes EP,Ravyn Lenae,187290,2025-01-04,windows
Free Room (feat. Appleby),Moon Shoes EP,Ravyn Lenae,216030,2025-01-04,windows
Sleep Talking,Moon Shoes EP,Ravyn Lenae,253306,2025-01-04,windows
Greetings,Moon Shoes EP,Ravyn Lenae,160213,2025-01-04,windows
Everything Above,Moon Shoes EP,Ravyn Lenae,210280,2025-01-04,windows
Right of Spring,Moon Shoes EP,Ravyn Lenae,162773,2025-01-04,windows
Something in the Air,Moon Shoes EP,Ravyn Lenae,149253,2025-01-04,windows
All the Way Down,Hallucinogen,Kelela,268987,2025-01-04,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-04,ios
YA YA,COWBOY CARTER,Beyoncé,274766,2025-01-04,ios
Frontline,Take Me Apart,Kelela,339189,2025-01-04,ios
Waitin,Take Me Apart,Kelela,195352,2025-01-04,ios
Drip Sweat (feat. Channel Tres),TIMELESS,KAYTRANADA,147707,2025-01-04,ios
Talk To Me Nice,BB/ANG3L,Tinashe,229844,2025-01-04,ios
Stormy Weather,Songs For You,Tinashe,189786,2025-01-04,ios
Cash Race,Songs For You,Tinashe,274049,2025-01-04,ios
Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Rush (feat. PinkPantheress & Hyunjin of Stray Kids),Troye Sivan,132894,2025-01-04,windows
Even Flow,Ten,Pearl Jam,50923,2025-01-04,windows
Bury me (feat. Kelela),Heaven knows,PinkPantheress,124613,2025-01-04,windows
Freak Hoe,DS2,Future,174733,2025-01-04,windows
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-04,windows
Club classics featuring bb trickz,Brat and it’s completely different but also still brat,Charli xcx,174325,2025-01-04,windows
Club classics,Brat and it’s completely different but also still brat,Charli xcx,153526,2025-01-04,windows
Sweet Time,Sweet Time,Raveena,251433,2025-01-04,windows
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2025-01-04,windows
Clothes Off (feat. kwn),While We Wait 2,Kehlani,229735,2025-01-04,windows
Sound of Rain,When I Get Home,Solange,185960,2025-01-04,windows
Body Favors,Body Favors,Jae Stephens,197207,2025-01-05,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-05,ios
Talk talk featuring troye sivan,Talk talk featuring troye sivan,Charli xcx,173076,2025-01-05,ios
B2b featuring tinashe,B2b featuring tinashe,Charli xcx,153387,2025-01-05,ios
Club classics,BRAT,Charli xcx,153526,2025-01-05,ios
Cash Race,Songs For You,Tinashe,274049,2025-01-05,ios
Bouncin',333,Tinashe,175092,2025-01-05,ios
ALL UP IN YOUR MIND,RENAISSANCE,Beyoncé,169819,2025-01-05,ios
Uh Huh,BB/ANG3L,Tinashe,182278,2025-01-05,ios
Stormy Weather,Songs For You,Tinashe,189786,2025-01-05,ios
Unconditional,333,Tinashe,197695,2025-01-05,ios
Taste (feat. VanJess),BUBBA,KAYTRANADA,217320,2025-01-05,ios
360,BRAT,Charli xcx,133805,2025-01-05,ios
Club classics,BRAT,Charli xcx,153526,2025-01-05,ios
Sympathy is a knife,BRAT,Charli xcx,151125,2025-01-05,ios
I might say something stupid,BRAT,Charli xcx,109202,2025-01-05,ios
Talk talk,BRAT,Charli xcx,161757,2025-01-05,ios
Von dutch,BRAT,Charli xcx,164284,2025-01-05,ios
Everything is romantic,BRAT,Charli xcx,203482,2025-01-05,ios
Rewind,BRAT,Charli xcx,168443,2025-01-05,ios
So I,BRAT,Charli xcx,211352,2025-01-05,ios
"Girl, so confusing",BRAT,Charli xcx,174507,2025-01-05,ios
Apple,BRAT,Charli xcx,151739,2025-01-05,ios
B2b,BRAT,Charli xcx,178579,2025-01-05,ios
Mean girls,BRAT,Charli xcx,189410,2025-01-05,ios
I think about it all the time,BRAT,Charli xcx,135878,2025-01-05,ios
365,BRAT,Charli xcx,203618,2025-01-05,ios
Hello goodbye,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,219470,2025-01-05,ios
Guess,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142265,2025-01-05,ios
Spring breakers,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142521,2025-01-05,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,120720,2025-01-05,ios
360 featuring robyn & yung lean,Brat and it’s completely different but also still brat,Charli xcx,129762,2025-01-05,ios
Club classics featuring bb trickz,Brat and it’s completely different but also still brat,Charli xcx,174325,2025-01-05,ios
Sympathy is a knife featuring ariana grande,Brat and it’s completely different but also still brat,Charli xcx,154126,2025-01-05,ios
I might say something stupid featuring the 1975 & jon hopkins,Brat and it’s completely different but also still brat,Charli xcx,110465,2025-01-05,ios
Talk talk featuring troye sivan,Brat and it’s completely different but also still brat,Charli xcx,173076,2025-01-05,ios
Von dutch a. g. cook remix featuring addison rae,Brat and it’s completely different but also still brat,Charli xcx,157328,2025-01-05,ios
Everything is romantic featuring caroline polachek,Brat and it’s completely different but also still brat,Charli xcx,203945,2025-01-05,ios
Rewind featuring bladee,Brat and it’s completely different but also still brat,Charli xcx,162921,2025-01-05,ios
So I featuring a. g. cook,Brat and it’s completely different but also still brat,Charli xcx,279227,2025-01-05,ios
"Girl, so confusing featuring lorde",Brat and it’s completely different but also still brat,Charli xcx,205938,2025-01-05,ios
Apple featuring the japanese house,Brat and it’s completely different but also still brat,Charli xcx,157366,2025-01-05,ios
B2b featuring tinashe,Brat and it’s completely different but also still brat,Charli xcx,153387,2025-01-05,ios
Mean girls featuring julian casablancas,Brat and it’s completely different but also still brat,Charli xcx,226705,2025-01-05,ios
I think about it all the time featuring bon iver,Brat and it’s completely different but also still brat,Charli xcx,200030,2025-01-05,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-05,ios
Guess featuring billie eilish,Brat and it’s completely different but also still brat,Charli xcx,143330,2025-01-05,ios
Spring breakers featuring kesha,Brat and it’s completely different but also still brat,Charli xcx,141957,2025-01-05,ios
Frontline,Take Me Apart,Kelela,339189,2025-01-05,ios
Waitin,Take Me Apart,Kelela,195352,2025-01-05,ios
All the Way Down,Hallucinogen,Kelela,268987,2025-01-05,ios
Counterfeit,Counterfeit,Mereba,192106,2025-01-05,ios
Canned Heat,Synkronized,Jamiroquai,331760,2025-01-05,ios
Planet Home,Synkronized,Jamiroquai,284373,2025-01-05,ios
Black Capricorn Day,Synkronized,Jamiroquai,341560,2025-01-05,ios
Soul Education,Synkronized,Jamiroquai,255400,2025-01-05,ios
Falling,Synkronized,Jamiroquai,225173,2025-01-05,ios
Destitute Illusions,Synkronized,Jamiroquai,340160,2025-01-05,ios
Supersonic,Synkronized,Jamiroquai,158721,2025-01-05,ios
Supersonic,Synkronized,Jamiroquai,157102,2025-01-05,ios
Butterfly,Synkronized,Jamiroquai,268800,2025-01-05,ios
Where Do We Go from Here?,Synkronized,Jamiroquai,313573,2025-01-05,ios
King for a Day,Synkronized,Jamiroquai,224400,2025-01-05,ios
Deeper Underground - Full Version,Synkronized,Jamiroquai,286212,2025-01-05,ios
Wolf in Sheeps Clothing,Synkronized,Jamiroquai,244218,2025-01-05,ios
Planet Home - Trebant Brothers Inc. Remix,Synkronized,Jamiroquai,440706,2025-01-06,ios
Butterfly,Synkronized,Jamiroquai,268800,2025-01-06,ios
Falling,Synkronized,Jamiroquai,225173,2025-01-06,ios
Soul Education,Synkronized,Jamiroquai,255400,2025-01-06,ios
Destitute Illusions,Synkronized,Jamiroquai,340160,2025-01-06,ios
Planet Home,Synkronized,Jamiroquai,284373,2025-01-06,ios
Where Do We Go from Here?,Synkronized,Jamiroquai,313573,2025-01-06,ios
Deeper Underground - Full Version,Synkronized,Jamiroquai,181065,2025-01-06,ios
Deeper Underground - Full Version,Synkronized,Jamiroquai,172066,2025-01-06,ios
Black Capricorn Day,Synkronized,Jamiroquai,341560,2025-01-06,ios
Wolf in Sheeps Clothing,Synkronized,Jamiroquai,244218,2025-01-06,ios
Body Favors,Body Favors,Jae Stephens,176299,2025-01-06,ios
Sweet Time,Sweet Time,Raveena,251433,2025-01-06,ios
Headaches,Headaches,Raveena,311536,2025-01-06,ios
Floating (feat. Hope Tala),Lucid,Raveena,290866,2025-01-06,ios
Temptation,Temptation,Raveena,248738,2025-01-06,ios
Spring breakers,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142147,2025-01-06,ios
Broccoli,Broccoli,DRAM,225205,2025-01-06,ios
Timeless (with Playboi Carti),Timeless,The Weeknd,256000,2025-01-06,ios
IHY2LN,IHY2LN + Marinate,Zack Fox,190099,2025-01-06,ios
The Big Big Beat,Slay-Z,Azealia Banks,215599,2025-01-06,ios
All the Way Down,Hallucinogen,Kelela,268987,2025-01-06,ios
Butterfly,Synkronized,Jamiroquai,268800,2025-01-06,ios
Falling,Synkronized,Jamiroquai,225173,2025-01-06,ios
Destitute Illusions,Synkronized,Jamiroquai,340159,2025-01-06,ios
Where Do We Go from Here?,Synkronized,Jamiroquai,313573,2025-01-06,ios
Planet Home,Synkronized,Jamiroquai,284373,2025-01-06,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-06,ios
Onanon,Take Me Apart,Kelela,271564,2025-01-06,ios
Altadena,Take Me Apart,Kelela,210437,2025-01-06,ios
Temptation,Temptation,Raveena,248738,2025-01-06,ios
Sweet Time,Sweet Time,Raveena,272303,2025-01-06,ios
Lucky,Where the Butterflies Go in the Rain,Raveena,226306,2025-01-06,ios
Days,Bird's Eye,Ravyn Lenae,243240,2025-01-06,ios
Dream Girl,Bird's Eye,Ravyn Lenae,219051,2025-01-06,ios
1 of 1,Bird's Eye,Ravyn Lenae,165007,2025-01-06,ios
Genius,Bird's Eye,Ravyn Lenae,155563,2025-01-06,ios
Love Me Not,Bird's Eye,Ravyn Lenae,213466,2025-01-06,ios
Venom,HYPNOS,Ravyn Lenae,209186,2025-01-06,ios
Right of Spring,Moon Shoes EP,Ravyn Lenae,163773,2025-01-06,ios
Greetings,Moon Shoes EP,Ravyn Lenae,107205,2025-01-06,ios
Planet Home,Synkronized,Jamiroquai,284373,2025-01-06,ios
Falling,Synkronized,Jamiroquai,225173,2025-01-06,ios
Butterfly,Synkronized,Jamiroquai,268800,2025-01-06,ios
Destitute Illusions,Synkronized,Jamiroquai,340160,2025-01-06,ios
Where Do We Go from Here?,Synkronized,Jamiroquai,313573,2025-01-06,ios
Guess featuring billie eilish,Brat and it’s completely different but also still brat,Charli xcx,143330,2025-01-06,ios
Spring breakers,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142521,2025-01-06,ios
365 featuring shygirl,Brat and it’s completely different but also still brat,Charli xcx,121273,2025-01-06,ios
Just Another Story,The Return of the Space Cowboy,Jamiroquai,529440,2025-01-06,ios
Stillness in Time,The Return of the Space Cowboy,Jamiroquai,256640,2025-01-06,ios
Half the Man,The Return of the Space Cowboy,Jamiroquai,289680,2025-01-06,ios
Light Years,The Return of the Space Cowboy,Jamiroquai,354480,2025-01-06,ios
Manifest Destiny,The Return of the Space Cowboy,Jamiroquai,382000,2025-01-06,ios
The Kids,The Return of the Space Cowboy,Jamiroquai,309800,2025-01-06,ios
Mr Moon,The Return of the Space Cowboy,Jamiroquai,329386,2025-01-06,ios
Scam,The Return of the Space Cowboy,Jamiroquai,422266,2025-01-06,ios
Scam,The Return of the Space Cowboy,Jamiroquai,737082,2025-01-06,ios
Journey to Arnhemland,The Return of the Space Cowboy,Jamiroquai,322586,2025-01-06,ios
Morning Glory,The Return of the Space Cowboy,Jamiroquai,383973,2025-01-06,ios
Space Cowboy,The Return of the Space Cowboy,Jamiroquai,386973,2025-01-06,ios
Light Years - 4 To Da Floor Mix,The Return of the Space Cowboy,Jamiroquai,179026,2025-01-06,ios
Mr Moon,The Return of the Space Cowboy,Jamiroquai,329386,2025-01-06,ios
All the Way Down,Hallucinogen,Kelela,268987,2025-01-06,ios
Washed Away,Raven,Kelela,216178,2025-01-06,ios
Happy Ending,Raven,Kelela,248817,2025-01-06,ios
Let It Go,Raven,Kelela,262651,2025-01-06,ios
On the Run,Raven,Kelela,292824,2025-01-06,ios
Missed Call,Raven,Kelela,231331,2025-01-06,ios
Closure,Raven,Kelela,209108,2025-01-07,ios
Contact,Raven,Kelela,240725,2025-01-07,ios
Fooley,Raven,Kelela,214253,2025-01-07,ios
